date,cases_new,cases_recovered,cases_active,cases_pvax,cases_fvax,rtk-ag,pcr,daily,cumul_full,cumul,pfizer1,sinovac1,astra1,sinopharm1,cansino,deaths_new,deaths_pvax,deaths_fvax
2020-07-17,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-18,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-19,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-20,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-21,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-22,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-23,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-24,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-25,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-26,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-27,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-28,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-29,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-30,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-07-31,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-01,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-02,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-03,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-04,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-05,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-06,0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-07,1,0,1,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-08,0,0,1,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-09,3,0,4,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-10,0,0,4,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-11,0,0,4,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-12,0,0,4,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-13,0,0,4,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-14,1,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-15,2,1,6,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-16,1,0,7,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-17,3,0,10,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-18,0,1,9,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-19,4,0,13,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-20,0,0,13,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-21,0,2,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-22,0,0,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-23,0,0,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-24,0,0,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-25,0,0,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-26,0,0,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-27,0,0,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-28,0,0,11,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-29,0,4,7,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-30,0,1,6,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-08-31,0,0,6,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-01,0,3,2,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-09-02,0,0,2,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-03,0,0,2,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-04,0,0,2,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-05,0,1,1,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-06,1,0,2,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-07,1,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-08,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-09,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-10,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-11,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-12,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-13,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-14,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-15,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-16,1,1,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-17,2,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-18,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-19,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-20,1,0,6,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-21,0,1,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-22,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-23,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-24,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-25,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-26,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-27,0,2,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-28,0,0,3,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-29,1,0,4,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-09-30,1,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-01,1,1,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-02,0,0,5,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-03,3,2,6,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-04,1,0,7,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-05,0,0,6,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-10-06,3,0,9,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-07,7,0,16,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-08,1,0,17,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-09,8,0,25,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-10,3,0,28,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-11,1,2,27,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-12,141,0,168,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-13,23,1,190,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-14,17,0,207,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-15,16,0,223,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-16,33,0,256,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-17,189,1,444,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-18,45,0,489,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-19,26,0,515,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-20,8,0,523,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-21,12,168,367,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-22,10,30,347,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-23,39,24,362,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-24,23,69,316,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-25,97,89,324,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-26,61,20,365,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-27,13,79,299,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-28,19,18,300,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-29,13,13,300,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-30,35,12,323,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-10-31,2,0,325,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-01,23,24,324,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-02,21,81,264,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-03,35,110,189,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-04,23,44,168,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-05,36,29,175,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-06,192,10,357,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-07,18,29,346,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-08,18,14,350,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-09,34,17,367,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-10,27,29,365,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-11,26,18,373,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-12,63,107,329,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-13,42,113,257,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-14,34,42,249,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-15,42,14,277,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-16,26,40,263,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-17,33,24,272,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-18,16,31,257,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-19,8,56,209,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-20,25,23,211,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-21,17,54,174,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-22,15,33,156,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-23,12,19,149,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-24,15,34,130,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-11-25,14,12,131,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-11-26,17,29,119,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-27,64,19,164,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-28,92,18,238,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-29,46,11,273,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-11-30,60,19,314,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-01,29,19,324,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-02,60,36,348,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-03,43,48,343,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-04,48,71,319,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-05,44,64,299,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-06,31,48,282,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-07,55,53,284,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-08,18,46,256,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-09,29,25,260,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-10,42,53,248,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-11,34,36,246,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-12-12,102,39,309,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-12-13,26,44,291,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-14,31,22,300,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-15,34,33,301,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-16,69,53,317,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-17,80,58,339,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-18,37,58,317,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-19,30,25,321,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-12-20,30,30,321,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0
2020-12-21,18,54,285,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-22,23,56,252,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-23,43,33,261,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-24,37,75,223,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-25,25,48,200,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-26,58,25,233,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
2020-12-27,37,29,241,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0
